route_id,service_id,trip_id,trip_headsign,direction_id
M1B,HERGUN,M1B_1_1200,Yenikapı,1
M1B,HERGUN,M1B_1_1209,Yenikapı,1
M1B,HERGUN,M1B_1_1218,Yenikapı,1
M1B,HERGUN,M1B_1_1227,Yenikapı,1
M1B,HERGUN,M1B_1_1236,Yenikapı,1
M1B,HERGUN,M1B_1_1245,Yenikapı,1
M1B,HERGUN,M1B_1_1254,Yenikapı,1
M1B,HERGUN,M1B_1_1303,Yenikapı,1
M1B,HERGUN,M1B_1_1312,Yenikapı,1
M1B,HERGUN,M1B_1_1321,Yenikapı,1
M1B,HERGUN,M1B_1_1330,Yenikapı,1
M1B,HERGUN,M1B_1_1339,Yenikapı,1
M1B,HERGUN,M1B_1_1348,Yenikapı,1
M1B,HERGUN,M1B_1_1357,Yenikapı,1
M1B,HERGUN,M1B_1_1406,Yenikapı,1
M1B,HERGUN,M1B_1_1415,Yenikapı,1
M1B,HERGUN,M1B_1_1424,Yenikapı,1
M1B,HERGUN,M1B_1_1433,Yenikapı,1
M1B,HERGUN,M1B_1_1442,Yenikapı,1
M1B,HERGUN,M1B_1_1451,Yenikapı,1
M1B,HERGUN,M1B_1_1500,Yenikapı,1
M1B,HERGUN,M1B_1_1509,Yenikapı,1
M1B,HERGUN,M1B_1_1518,Yenikapı,1
M1B,HERGUN,M1B_1_1527,Yenikapı,1
M1B,HERGUN,M1B_1_1536,Yenikapı,1
M1B,HERGUN,M1B_1_1545,Yenikapı,1
M1B,HERGUN,M1B_1_1554,Yenikapı,1
M1B,HERGUN,M1B_1_1603,Yenikapı,1
M1B,HERGUN,M1B_1_1612,Yenikapı,1
M1B,HERGUN,M1B_1_1621,Yenikapı,1
M1B,HERGUN,M1B_1_1630,Yenikapı,1
M1B,HERGUN,M1B_1_1639,Yenikapı,1
M1B,HERGUN,M1B_1_1648,Yenikapı,1
M1B,HERGUN,M1B_1_1657,Yenikapı,1
M1B,HERGUN,M1B_1_1706,Yenikapı,1
M1B,HERGUN,M1B_1_1715,Yenikapı,1
M1B,HERGUN,M1B_1_1724,Yenikapı,1
M1B,HERGUN,M1B_1_1733,Yenikapı,1
M1B,HERGUN,M1B_1_1742,Yenikapı,1
M1B,HERGUN,M1B_1_1751,Yenikapı,1
M1B,HERGUN,M1B_1_1800,Yenikapı,1
M1B,HERGUN,M1B_1_1809,Yenikapı,1
M1B,HERGUN,M1B_1_1818,Yenikapı,1
M1B,HERGUN,M1B_1_1827,Yenikapı,1
M1B,HERGUN,M1B_1_1836,Yenikapı,1
M1B,HERGUN,M1B_1_1845,Yenikapı,1
M1B,HERGUN,M1B_1_1854,Yenikapı,1
M1B,HERGUN,M1B_1_1903,Yenikapı,1
M1B,HERGUN,M1B_1_1912,Yenikapı,1
M1B,HERGUN,M1B_1_1921,Yenikapı,1
M1B,HERGUN,M1B_1_1930,Yenikapı,1
M1B,HERGUN,M1B_1_1939,Yenikapı,1
M1B,HERGUN,M1B_1_1948,Yenikapı,1
M1B,HERGUN,M1B_1_1957,Yenikapı,1
M1B,HERGUN,M1B_1_2006,Yenikapı,1
M1B,HERGUN,M1B_1_2015,Yenikapı,1
M1B,HERGUN,M1B_1_2024,Yenikapı,1
M1B,HERGUN,M1B_1_2033,Yenikapı,1
M1B,HERGUN,M1B_1_2042,Yenikapı,1
M1B,HERGUN,M1B_1_2051,Yenikapı,1
M1B,HERGUN,M1B_1_2100,Yenikapı,1
M1B,HERGUN,M1B_1_2109,Yenikapı,1
M1B,HERGUN,M1B_1_2118,Yenikapı,1
M1B,HERGUN,M1B_1_2127,Yenikapı,1
M1B,HERGUN,M1B_1_2136,Yenikapı,1
M1B,HERGUN,M1B_1_2145,Yenikapı,1
M1B,HERGUN,M1B_1_2154,Yenikapı,1
M1B,HERGUN,M1B_1_2203,Yenikapı,1
M1B,HERGUN,M1B_1_2212,Yenikapı,1
M1B,HERGUN,M1B_1_2221,Yenikapı,1
M1B,HERGUN,M1B_1_2230,Yenikapı,1
M1B,HERGUN,M1B_1_2239,Yenikapı,1
M1B,HERGUN,M1B_1_2248,Yenikapı,1
M1B,HERGUN,M1B_1_2257,Yenikapı,1
M1B,HERGUN,M1B_1_2306,Yenikapı,1
M1B,HERGUN,M1B_1_2315,Yenikapı,1
M1B,HERGUN,M1B_1_2324,Yenikapı,1
M1B,HERGUN,M1B_1_2333,Yenikapı,1
M1B,HERGUN,M1B_1_2342,Yenikapı,1
M1B,HERGUN,M1B_1_2351,Yenikapı,1
M2,HERGUN,M2_0_0600,Hacıosman,0
M2,HERGUN,M2_0_0606,Hacıosman,0
M2,HERGUN,M2_0_0612,Hacıosman,0
M2,HERGUN,M2_0_0618,Hacıosman,0
M2,HERGUN,M2_0_0624,Hacıosman,0
M2,HERGUN,M2_0_0630,Hacıosman,0
M2,HERGUN,M2_0_0636,Hacıosman,0
M2,HERGUN,M2_0_0642,Hacıosman,0
M2,HERGUN,M2_0_0648,Hacıosman,0
M2,HERGUN,M2_0_0654,Hacıosman,0
M2,HERGUN,M2_0_0700,Hacıosman,0
M2,HERGUN,M2_0_0706,Hacıosman,0
M2,HERGUN,M2_0_0712,Hacıosman,0
M2,HERGUN,M2_0_0718,Hacıosman,0
M2,HERGUN,M2_0_0724,Hacıosman,0
M2,HERGUN,M2_0_0730,Hacıosman,0
M2,HERGUN,M2_0_0736,Hacıosman,0
M2,HERGUN,M2_0_0742,Hacıosman,0
M2,HERGUN,M2_0_0748,Hacıosman,0
M2,HERGUN,M2_0_0754,Hacıosman,0
M2,HERGUN,M2_0_0800,Hacıosman,0
M2,HERGUN,M2_0_0806,Hacıosman,0
M2,HERGUN,M2_0_0812,Hacıosman,0
M2,HERGUN,M2_0_0818,Hacıosman,0
M2,HERGUN,M2_0_0824,Hacıosman,0
M2,HERGUN,M2_0_0830,Hacıosman,0
M2,HERGUN,M2_0_0836,Hacıosman,0
M2,HERGUN,M2_0_0842,Hacıosman,0
M2,HERGUN,M2_0_0848,Hacıosman,0
M2,HERGUN,M2_0_0854,Hacıosman,0
M2,HERGUN,M2_0_0900,Hacıosman,0
M2,HERGUN,M2_0_0906,Hacıosman,0
M2,HERGUN,M2_0_0912,Hacıosman,0
M2,HERGUN,M2_0_0918,Hacıosman,0
M2,HERGUN,M2_0_0924,Hacıosman,0
M2,HERGUN,M2_0_0930,Hacıosman,0
M2,HERGUN,M2_0_0936,Hacıosman,0
M2,HERGUN,M2_0_0942,Hacıosman,0
M2,HERGUN,M2_0_0948,Hacıosman,0
M2,HERGUN,M2_0_0954,Hacıosman,0
M2,HERGUN,M2_0_1000,Hacıosman,0
M2,HERGUN,M2_0_1006,Hacıosman,0
M2,HERGUN,M2_0_1012,Hacıosman,0
M2,HERGUN,M2_0_1018,Hacıosman,0
M2,HERGUN,M2_0_1024,Hacıosman,0
M2,HERGUN,M2_0_1030,Hacıosman,0
M2,HERGUN,M2_0_1036,Hacıosman,0
M2,HERGUN,M2_0_1042,Hacıosman,0
M2,HERGUN,M2_0_1048,Hacıosman,0
M2,HERGUN,M2_0_1054,Hacıosman,0
M2,HERGUN,M2_0_1100,Hacıosman,0
M2,HERGUN,M2_0_1106,Hacıosman,0
M2,HERGUN,M2_0_1112,Hacıosman,0
M2,HERGUN,M2_0_1118,Hacıosman,0
M2,HERGUN,M2_0_1124,Hacıosman,0
M2,HERGUN,M2_0_1130,Hacıosman,0
M2,HERGUN,M2_0_1136,Hacıosman,0
M2,HERGUN,M2_0_1142,Hacıosman,0
M2,HERGUN,M2_0_1148,Hacıosman,0
M2,HERGUN,M2_0_1154,Hacıosman,0
M2,HERGUN,M2_0_1200,Hacıosman,0
M2,HERGUN,M2_0_1206,Hacıosman,0
M2,HERGUN,M2_0_1212,Hacıosman,0
M2,HERGUN,M2_0_1218,Hacıosman,0
M2,HERGUN,M2_0_1224,Hacıosman,0
M2,HERGUN,M2_0_1230,Hacıosman,0
M2,HERGUN,M2_0_1236,Hacıosman,0
M2,HERGUN,M2_0_1242,Hacıosman,0
M2,HERGUN,M2_0_1248,Hacıosman,0
M2,HERGUN,M2_0_1254,Hacıosman,0
M2,HERGUN,M2_0_1300,Hacıosman,0
M2,HERGUN,M2_0_1306,Hacıosman,0
M2,HERGUN,M2_0_1312,Hacıosman,0
M2,HERGUN,M2_0_1318,Hacıosman,0
M2,HERGUN,M2_0_1324,Hacıosman,0
M2,HERGUN,M2_0_1330,Hacıosman,0
M2,HERGUN,M2_0_1336,Hacıosman,0
M2,HERGUN,M2_0_1342,Hacıosman,0
M2,HERGUN,M2_0_1348,Hacıosman,0
M2,HERGUN,M2_0_1354,Hacıosman,0
M2,HERGUN,M2_0_1400,Hacıosman,0
M2,HERGUN,M2_0_1406,Hacıosman,0
M2,HERGUN,M2_0_1412,Hacıosman,0
M2,HERGUN,M2_0_1418,Hacıosman,0
M2,HERGUN,M2_0_1424,Hacıosman,0
M2,HERGUN,M2_0_1430,Hacıosman,0
M2,HERGUN,M2_0_1436,Hacıosman,0
M2,HERGUN,M2_0_1442,Hacıosman,0
M2,HERGUN,M2_0_1448,Hacıosman,0
M2,HERGUN,M2_0_1454,Hacıosman,0
M2,HERGUN,M2_0_1500,Hacıosman,0
M2,HERGUN,M2_0_1506,Hacıosman,0
M2,HERGUN,M2_0_1512,Hacıosman,0
M2,HERGUN,M2_0_1518,Hacıosman,0
M2,HERGUN,M2_0_1524,Hacıosman,0
M2,HERGUN,M2_0_1530,Hacıosman,0
M2,HERGUN,M2_0_1536,Hacıosman,0
M2,HERGUN,M2_0_1542,Hacıosman,0
M2,HERGUN,M2_0_1548,Hacıosman,0
M2,HERGUN,M2_0_1554,Hacıosman,0
M2,HERGUN,M2_0_1600,Hacıosman,0
M2,HERGUN,M2_0_1606,Hacıosman,0
M2,HERGUN,M2_0_1612,Hacıosman,0
M2,HERGUN,M2_0_1618,Hacıosman,0
M2,HERGUN,M2_0_1624,Hacıosman,0
M2,HERGUN,M2_0_1630,Hacıosman,0
M2,HERGUN,M2_0_1636,Hacıosman,0
M2,HERGUN,M2_0_1642,Hacıosman,0
M2,HERGUN,M2_0_1648,Hacıosman,0
M2,HERGUN,M2_0_1654,Hacıosman,0
M2,HERGUN,M2_0_1700,Hacıosman,0
M2,HERGUN,M2_0_1706,Hacıosman,0
M2,HERGUN,M2_0_1712,Hacıosman,0
M2,HERGUN,M2_0_1718,Hacıosman,0
M2,HERGUN,M2_0_1724,Hacıosman,0
M2,HERGUN,M2_0_1730,Hacıosman,0
M2,HERGUN,M2_0_1736,Hacıosman,0
M2,HERGUN,M2_0_1742,Hacıosman,0
M2,HERGUN,M2_0_1748,Hacıosman,0
M2,HERGUN,M2_0_1754,Hacıosman,0
M2,HERGUN,M2_0_1800,Hacıosman,0
M2,HERGUN,M2_0_1806,Hacıosman,0
M2,HERGUN,M2_0_1812,Hacıosman,0
M2,HERGUN,M2_0_1818,Hacıosman,0
M2,HERGUN,M2_0_1824,Hacıosman,0
M2,HERGUN,M2_0_1830,Hacıosman,0
M2,HERGUN,M2_0_1836,Hacıosman,0
M2,HERGUN,M2_0_1842,Hacıosman,0
M2,HERGUN,M2_0_1848,Hacıosman,0
M2,HERGUN,M2_0_1854,Hacıosman,0
M2,HERGUN,M2_0_1900,Hacıosman,0
M2,HERGUN,M2_0_1906,Hacıosman,0
M2,HERGUN,M2_0_1912,Hacıosman,0
M2,HERGUN,M2_0_1918,Hacıosman,0
M2,HERGUN,M2_0_1924,Hacıosman,0
M2,HERGUN,M2_0_1930,Hacıosman,0
M2,HERGUN,M2_0_1936,Hacıosman,0
M2,HERGUN,M2_0_1942,Hacıosman,0
M2,HERGUN,M2_0_1948,Hacıosman,0
M2,HERGUN,M2_0_1954,Hacıosman,0
M2,HERGUN,M2_0_2000,Hacıosman,0
M2,HERGUN,M2_0_2006,Hacıosman,0
M2,HERGUN,M2_0_2012,Hacıosman,0
M2,HERGUN,M2_0_2018,Hacıosman,0
M2,HERGUN,M2_0_2024,Hacıosman,0
M2,HERGUN,M2_0_2030,Hacıosman,0
M2,HERGUN,M2_0_2036,Hacıosman,0
M2,HERGUN,M2_0_2042,Hacıosman,0
M2,HERGUN,M2_0_2048,Hacıosman,0
M2,HERGUN,M2_0_2054,Hacıosman,0
M2,HERGUN,M2_0_2100,Hacıosman,0
M2,HERGUN,M2_0_2106,Hacıosman,0
M2,HERGUN,M2_0_2112,Hacıosman,0
M2,HERGUN,M2_0_2118,Hacıosman,0
M2,HERGUN,M2_0_2124,Hacıosman,0
M2,HERGUN,M2_0_2130,Hacıosman,0
M2,HERGUN,M2_0_2136,Hacıosman,0
M2,HERGUN,M2_0_2142,Hacıosman,0
M2,HERGUN,M2_0_2148,Hacıosman,0
M2,HERGUN,M2_0_2154,Hacıosman,0
M2,HERGUN,M2_0_2200,Hacıosman,0
M2,HERGUN,M2_0_2206,Hacıosman,0
M2,HERGUN,M2_0_2212,Hacıosman,0
M2,HERGUN,M2_0_2218,Hacıosman,0
M2,HERGUN,M2_0_2224,Hacıosman,0
M2,HERGUN,M2_0_2230,Hacıosman,0
M2,HERGUN,M2_0_2236,Hacıosman,0
M2,HERGUN,M2_0_2242,Hacıosman,0
M2,HERGUN,M2_0_2248,Hacıosman,0
M2,HERGUN,M2_0_2254,Hacıosman,0
M2,HERGUN,M2_0_2300,Hacıosman,0
M2,HERGUN,M2_0_2306,Hacıosman,0
M2,HERGUN,M2_0_2312,Hacıosman,0
M2,HERGUN,M2_0_2318,Hacıosman,0
M2,HERGUN,M2_0_2324,Hacıosman,0
M2,HERGUN,M2_0_2330,Hacıosman,0
M2,HERGUN,M2_0_2336,Hacıosman,0
M2,HERGUN,M2_0_2342,Hacıosman,0
M2,HERGUN,M2_0_2348,Hacıosman,0
M2,HERGUN,M2_0_2354,Hacıosman,0
M2,HERGUN,M2_1_0600,Yenikapı,1
M2,HERGUN,M2_1_0606,Yenikapı,1
M2,HERGUN,M2_1_0612,Yenikapı,1
M2,HERGUN,M2_1_0618,Yenikapı,1
M2,HERGUN,M2_1_0624,Yenikapı,1
M2,HERGUN,M2_1_0630,Yenikapı,1
M2,HERGUN,M2_1_0636,Yenikapı,1
M2,HERGUN,M2_1_0642,Yenikapı,1
M2,HERGUN,M2_1_0648,Yenikapı,1
M2,HERGUN,M2_1_0654,Yenikapı,1
M2,HERGUN,M2_1_0700,Yenikapı,1
M2,HERGUN,M2_1_0706,Yenikapı,1
M2,HERGUN,M2_1_0712,Yenikapı,1
M2,HERGUN,M2_1_0718,Yenikapı,1
M2,HERGUN,M2_1_0724,Yenikapı,1
M2,HERGUN,M2_1_0730,Yenikapı,1
M2,HERGUN,M2_1_0736,Yenikapı,1
M2,HERGUN,M2_1_0742,Yenikapı,1
M2,HERGUN,M2_1_0748,Yenikapı,1
M2,HERGUN,M2_1_0754,Yenikapı,1
M2,HERGUN,M2_1_0800,Yenikapı,1
M2,HERGUN,M2_1_0806,Yenikapı,1
M2,HERGUN,M2_1_0812,Yenikapı,1
M2,HERGUN,M2_1_0818,Yenikapı,1
M2,HERGUN,M2_1_0824,Yenikapı,1
M2,HERGUN,M2_1_0830,Yenikapı,1
M2,HERGUN,M2_1_0836,Yenikapı,1
M2,HERGUN,M2_1_0842,Yenikapı,1
M2,HERGUN,M2_1_0848,Yenikapı,1
M2,HERGUN,M2_1_0854,Yenikapı,1
M2,HERGUN,M2_1_0900,Yenikapı,1
M2,HERGUN,M2_1_0906,Yenikapı,1
M2,HERGUN,M2_1_0912,Yenikapı,1
M2,HERGUN,M2_1_0918,Yenikapı,1
M2,HERGUN,M2_1_0924,Yenikapı,1
M2,HERGUN,M2_1_0930,Yenikapı,1
M2,HERGUN,M2_1_0936,Yenikapı,1
M2,HERGUN,M2_1_0942,Yenikapı,1
M2,HERGUN,M2_1_0948,Yenikapı,1
M2,HERGUN,M2_1_0954,Yenikapı,1
M2,HERGUN,M2_1_1000,Yenikapı,1
M2,HERGUN,M2_1_1006,Yenikapı,1
M2,HERGUN,M2_1_1012,Yenikapı,1
M2,HERGUN,M2_1_1018,Yenikapı,1
M2,HERGUN,M2_1_1024,Yenikapı,1
M2,HERGUN,M2_1_1030,Yenikapı,1
M2,HERGUN,M2_1_1036,Yenikapı,1
M2,HERGUN,M2_1_1042,Yenikapı,1
M2,HERGUN,M2_1_1048,Yenikapı,1
M2,HERGUN,M2_1_1054,Yenikapı,1
M2,HERGUN,M2_1_1100,Yenikapı,1
M2,HERGUN,M2_1_1106,Yenikapı,1
M2,HERGUN,M2_1_1112,Yenikapı,1
M2,HERGUN,M2_1_1118,Yenikapı,1
M2,HERGUN,M2_1_1124,Yenikapı,1
M2,HERGUN,M2_1_1130,Yenikapı,1
M2,HERGUN,M2_1_1136,Yenikapı,1
M2,HERGUN,M2_1_1142,Yenikapı,1
M2,HERGUN,M2_1_1148,Yenikapı,1
M2,HERGUN,M2_1_1154,Yenikapı,1
M2,HERGUN,M2_1_1200,Yenikapı,1
M2,HERGUN,M2_1_1206,Yenikapı,1
M2,HERGUN,M2_1_1212,Yenikapı,1
M2,HERGUN,M2_1_1218,Yenikapı,1
M2,HERGUN,M2_1_1224,Yenikapı,1
M2,HERGUN,M2_1_1230,Yenikapı,1
M2,HERGUN,M2_1_1236,Yenikapı,1
M2,HERGUN,M2_1_1242,Yenikapı,1
M2,HERGUN,M2_1_1248,Yenikapı,1
M2,HERGUN,M2_1_1254,Yenikapı,1
M2,HERGUN,M2_1_1300,Yenikapı,1
M2,HERGUN,M2_1_1306,Yenikapı,1
M2,HERGUN,M2_1_1312,Yenikapı,1
M2,HERGUN,M2_1_1318,Yenikapı,1
M2,HERGUN,M2_1_1324,Yenikapı,1
M2,HERGUN,M2_1_1330,Yenikapı,1
M2,HERGUN,M2_1_1336,Yenikapı,1
M2,HERGUN,M2_1_1342,Yenikapı,1
M2,HERGUN,M2_1_1348,Yenikapı,1
M2,HERGUN,M2_1_1354,Yenikapı,1
M2,HERGUN,M2_1_1400,Yenikapı,1
M2,HERGUN,M2_1_1406,Yenikapı,1
M2,HERGUN,M2_1_1412,Yenikapı,1
M2,HERGUN,M2_1_1418,Yenikapı,1
M2,HERGUN,M2_1_1424,Yenikapı,1
M2,HERGUN,M2_1_1430,Yenikapı,1
M2,HERGUN,M2_1_1436,Yenikapı,1
M2,HERGUN,M2_1_1442,Yenikapı,1
M2,HERGUN,M2_1_1448,Yenikapı,1
M2,HERGUN,M2_1_1454,Yenikapı,1
M2,HERGUN,M2_1_1500,Yenikapı,1
M2,HERGUN,M2_1_1506,Yenikapı,1
M2,HERGUN,M2_1_1512,Yenikapı,1
M2,HERGUN,M2_1_1518,Yenikapı,1
M2,HERGUN,M2_1_1524,Yenikapı,1
M2,HERGUN,M2_1_1530,Yenikapı,1
M2,HERGUN,M2_1_1536,Yenikapı,1
M2,HERGUN,M2_1_1542,Yenikapı,1
M2,HERGUN,M2_1_1548,Yenikapı,1
M2,HERGUN,M2_1_1554,Yenikapı,1
M2,HERGUN,M2_1_1600,Yenikapı,1
M2,HERGUN,M2_1_1606,Yenikapı,1
M2,HERGUN,M2_1_1612,Yenikapı,1
M2,HERGUN,M2_1_1618,Yenikapı,1
M2,HERGUN,M2_1_1624,Yenikapı,1
M2,HERGUN,M2_1_1630,Yenikapı,1
M2,HERGUN,M2_1_1636,Yenikapı,1
M2,HERGUN,M2_1_1642,Yenikapı,1
M2,HERGUN,M2_1_1648,Yenikapı,1
M2,HERGUN,M2_1_1654,Yenikapı,1
M2,HERGUN,M2_1_1700,Yenikapı,1
M2,HERGUN,M2_1_1706,Yenikapı,1
M2,HERGUN,M2_1_1712,Yenikapı,1
M2,HERGUN,M2_1_1718,Yenikapı,1
M2,HERGUN,M2_1_1724,Yenikapı,1
M2,HERGUN,M2_1_1730,Yenikapı,1
M2,HERGUN,M2_1_1736,Yenikapı,1
M2,HERGUN,M2_1_1742,Yenikapı,1
M2,HERGUN,M2_1_1748,Yenikapı,1
M2,HERGUN,M2_1_1754,Yenikapı,1
M2,HERGUN,M2_1_1800,Yenikapı,1
M2,HERGUN,M2_1_1806,Yenikapı,1
M2,HERGUN,M2_1_1812,Yenikapı,1
M2,HERGUN,M2_1_1818,Yenikapı,1
M2,HERGUN,M2_1_1824,Yenikapı,1
M2,HERGUN,M2_1_1830,Yenikapı,1
M2,HERGUN,M2_1_1836,Yenikapı,1
M2,HERGUN,M2_1_1842,Yenikapı,1
M2,HERGUN,M2_1_1848,Yenikapı,1
M2,HERGUN,M2_1_1854,Yenikapı,1
M2,HERGUN,M2_1_1900,Yenikapı,1
M2,HERGUN,M2_1_1906,Yenikapı,1
M2,HERGUN,M2_1_1912,Yenikapı,1
M2,HERGUN,M2_1_1918,Yenikapı,1
M2,HERGUN,M2_1_1924,Yenikapı,1
M2,HERGUN,M2_1_1930,Yenikapı,1
M2,HERGUN,M2_1_1936,Yenikapı,1
M2,HERGUN,M2_1_1942,Yenikapı,1
M2,HERGUN,M2_1_1948,Yenikapı,1
M2,HERGUN,M2_1_1954,Yenikapı,1
M2,HERGUN,M2_1_2000,Yenikapı,1
M2,HERGUN,M2_1_2006,Yenikapı,1
M2,HERGUN,M2_1_2012,Yenikapı,1
M2,HERGUN,M2_1_2018,Yenikapı,1
M2,HERGUN,M2_1_2024,Yenikapı,1
M2,HERGUN,M2_1_2030,Yenikapı,1
M2,HERGUN,M2_1_2036,Yenikapı,1
M2,HERGUN,M2_1_2042,Yenikapı,1
M2,HERGUN,M2_1_2048,Yenikapı,1
M2,HERGUN,M2_1_2054,Yenikapı,1
M2,HERGUN,M2_1_2100,Yenikapı,1
M2,HERGUN,M2_1_2106,Yenikapı,1
M2,HERGUN,M2_1_2112,Yenikapı,1
M2,HERGUN,M2_1_2118,Yenikapı,1
M2,HERGUN,M2_1_2124,Yenikapı,1
M2,HERGUN,M2_1_2130,Yenikapı,1
M2,HERGUN,M2_1_2136,Yenikapı,1
M2,HERGUN,M2_1_2142,Yenikapı,1
M2,HERGUN,M2_1_2148,Yenikapı,1
M2,HERGUN,M2_1_2154,Yenikapı,1
M2,HERGUN,M2_1_2200,Yenikapı,1
M2,HERGUN,M2_1_2206,Yenikapı,1
M2,HERGUN,M2_1_2212,Yenikapı,1
M2,HERGUN,M2_1_2218,Yenikapı,1
M2,HERGUN,M2_1_2224,Yenikapı,1
M2,HERGUN,M2_1_2230,Yenikapı,1
M2,HERGUN,M2_1_2236,Yenikapı,1
M2,HERGUN,M2_1_2242,Yenikapı,1
M2,HERGUN,M2_1_2248,Yenikapı,1
M2,HERGUN,M2_1_2254,Yenikapı,1
M2,HERGUN,M2_1_2300,Yenikapı,1
M2,HERGUN,M2_1_2306,Yenikapı,1
M2,HERGUN,M2_1_2312,Yenikapı,1
M2,HERGUN,M2_1_2318,Yenikapı,1
M2,HERGUN,M2_1_2324,Yenikapı,1
M2,HERGUN,M2_1_2330,Yenikapı,1
M2,HERGUN,M2_1_2336,Yenikapı,1
M2,HERGUN,M2_1_2342,Yenikapı,1
M2,HERGUN,M2_1_2348,Yenikapı,1
M2,HERGUN,M2_1_2354,Yenikapı,1
M3,HERGUN,M3_0_0600,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0608,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0616,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0624,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0632,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0640,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0648,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0656,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0704,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0712,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0720,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0728,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0736,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0744,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0752,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0800,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0808,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0816,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0824,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0832,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0840,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0848,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0856,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0904,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0912,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0920,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0928,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0936,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0944,Kayaşehir Merkez,0
M3,HERGUN,M3_0_0952,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1000,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1008,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1016,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1024,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1032,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1040,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1048,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1056,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1104,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1112,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1120,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1128,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1136,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1144,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1152,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1200,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1208,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1216,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1224,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1232,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1240,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1248,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1256,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1304,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1312,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1320,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1328,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1336,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1344,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1352,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1400,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1408,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1416,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1424,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1432,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1440,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1448,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1456,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1504,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1512,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1520,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1528,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1536,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1544,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1552,Kayaşehir Merkez,0
M3,HERGUN,M3_0_1600,Kayaşehir Merkez,0
